H,V,C,Munsell,R,G,B
2.5G,6,22,2.5G 6/22,0,187.0266923,51.64199314
2.5G,6,24,2.5G 6/24,0,189.0787322,44.39760934
2.5G,6,26,2.5G 6/26,0,190.8628024,37.40130109
2.5G,6,28,2.5G 6/28,0,192.4771073,30.48838989
2.5G,6,30,2.5G 6/30,0,194.1704769,23.70506573
2.5G,6,32,2.5G 6/32,0,195.7647671,15.50859506
2.5G,6,34,2.5G 6/34,0,197.1772033,4.468586004
5G,6,2,5G 6/2,129.684859,154.9558408,141.1364494
5G,6,4,5G 6/4,108.7159592,160.0361271,134.2741709
5G,6,6,5G 6/6,85.23846174,164.2517723,128.3151795
5G,6,8,5G 6/8,50.67688965,168.1277969,123.1539541
5G,6,10,5G 6/10,0,171.6572337,118.5799285
5G,6,12,5G 6/12,0,175.2473605,114.063942
5G,6,14,5G 6/14,0,178.1846861,110.5833765
5G,6,16,5G 6/16,0,180.919787,107.4168592
5G,6,18,5G 6/18,0,183.4412801,104.719669
5G,6,20,5G 6/20,0,185.7476436,102.3528597
5G,6,22,5G 6/22,0,187.8727553,100.2967462
5G,6,24,5G 6/24,0,189.8643419,98.53938177
5G,6,26,5G 6/26,0,191.6520005,96.84151275
5G,6,28,5G 6/28,0,193.2947606,95.71125718
5G,6,30,5G 6/30,0,195.0849183,94.17276092
5G,6,32,5G 6/32,0,196.6072403,93.44793511
5G,6,34,5G 6/34,0,198.3625744,92.86725025
7.5G,6,2,7.5G 6/2,128.6661077,154.9802423,143.4136434
7.5G,6,4,7.5G 6/4,105.5043643,160.2426546,138.5780762
7.5G,6,6,7.5G 6/6,79.54366844,164.4324326,135.0577535
7.5G,6,8,7.5G 6/8,36.61537769,168.3436123,131.559388
7.5G,6,10,7.5G 6/10,0,171.9127679,128.6530358
7.5G,6,12,7.5G 6/12,0,175.4511386,125.8946906
7.5G,6,14,7.5G 6/14,0,178.4416382,123.8058445
7.5G,6,16,7.5G 6/16,0,181.1569136,121.9343526
7.5G,6,18,7.5G 6/18,0,183.7709036,120.2675381
7.5G,6,20,7.5G 6/20,0,186.0604727,118.8906476
7.5G,6,22,7.5G 6/22,0,188.083829,117.6800768
7.5G,6,24,7.5G 6/24,0,190.0415511,116.7160677
7.5G,6,26,7.5G 6/26,0,191.7071251,115.7248012
7.5G,6,28,7.5G 6/28,0,193.3149643,114.7838668
7.5G,6,30,7.5G 6/30,0,195.0859954,114.1801725
7.5G,6,32,7.5G 6/32,0,196.5986113,113.3956933
7.5G,6,34,7.5G 6/34,0,198.2127477,112.9603083
10G,6,2,10G 6/2,127.8420801,154.9395835,145.8117172
10G,6,4,10G 6/4,102.6676941,160.3279838,143.0929908
10G,6,6,10G 6/6,74.85355364,164.4605615,141.1648622
10G,6,8,10G 6/8,15.55653741,168.4799327,139.3205957
10G,6,10,10G 6/10,0,172.1353948,137.7605659
10G,6,12,10G 6/12,0,175.690821,136.4834676
10G,6,14,10G 6/14,0,178.5691402,135.5251873
10G,6,16,10G 6/16,0,181.344227,134.8544787
10G,6,18,10G 6/18,0,183.9043686,134.2859785
10G,6,20,10G 6/20,0,186.2737953,133.8485846
10G,6,22,10G 6/22,0,188.2835141,133.5685918
10G,6,24,10G 6/24,0,190.288766,133.392117
10G,6,26,10G 6/26,0,191.8317482,133.3387556
10G,6,28,10G 6/28,0,193.3375084,133.384875
10G,6,30,10G 6/30,0,194.9968045,133.3935178
10G,6,32,10G 6/32,0,196.4841739,133.5743646
10G,6,34,10G 6/34,0,198.2185834,133.2405372
2.5BG,6,2,2.5BG 6/2,126.9043273,154.9495957,147.9091223
2.5BG,6,4,2.5BG 6/4,100.6967206,160.273437,147.2074183
2.5BG,6,6,2.5BG 6/6,70.29298966,164.4269595,147.0440321
2.5BG,6,8,2.5BG 6/8,0,168.5301634,147.4204202
2.5BG,6,10,2.5BG 6/10,0,172.0931587,148.098941
2.5BG,6,12,2.5BG 6/12,0,175.5949437,148.961948
2.5BG,6,14,2.5BG 6/14,0,178.5766544,149.7516357
2.5BG,6,16,2.5BG 6/16,0,181.4470715,150.7748994
2.5BG,6,18,2.5BG 6/18,0,184.0641338,151.9218848
2.5BG,6,20,2.5BG 6/20,0,186.3918175,152.9436445
2.5BG,6,22,2.5BG 6/22,0,188.4843573,154.0847213
2.5BG,6,24,2.5BG 6/24,0,190.6560373,155.4014468
2.5BG,6,26,2.5BG 6/26,0,192.3804118,156.2369473
2.5BG,6,28,2.5BG 6/28,0,193.5465549,156.8330594
2.5BG,6,30,2.5BG 6/30,0,195.0712598,157.4919114
2.5BG,6,32,2.5BG 6/32,0,196.5535929,158.8657575
5BG,6,2,5BG 6/2,126.2995845,154.8032111,150.7087089
5BG,6,4,5BG 6/4,99.41014916,159.9179524,152.9602225
5BG,6,6,5BG 6/6,64.25497748,164.218414,155.4726157
5BG,6,8,5BG 6/8,0,168.2045373,158.165025
5BG,6,10,5BG 6/10,0,171.8944872,160.7957651
5BG,6,12,5BG 6/12,0,175.2735261,163.6780436
5BG,6,14,5BG 6/14,0,178.3606708,166.3916665
5BG,6,16,5BG 6/16,0,181.1708659,169.037962
5BG,6,18,5BG 6/18,0,183.8343517,171.6370264
5BG,6,20,5BG 6/20,0,186.3045931,174.092043
5BG,6,22,5BG 6/22,0,188.6876981,177.5083734
5BG,6,24,5BG 6/24,0,190.9912973,179.7334085
5BG,6,26,5BG 6/26,0,192.6431659,181.7742628
5BG,6,28,5BG 6/28,0,193.6857611,183.2215058
5BG,6,30,5BG 6/30,0,194.885022,184.3718848
7.5BG,6,2,7.5BG 6/2,126.2674821,154.5372873,153.3021816
7.5BG,6,4,7.5BG 6/4,98.59643599,159.5294388,157.9862618
7.5BG,6,6,7.5BG 6/6,61.74720597,163.7177601,162.5699453
7.5BG,6,8,7.5BG 6/8,0,167.6426333,167.0494815
7.5BG,6,10,7.5BG 6/10,0,171.3360114,171.8824951
7.5BG,6,12,7.5BG 6/12,0,174.7831109,176.4970043
7.5BG,6,14,7.5BG 6/14,0,177.8077412,180.6942782
7.5BG,6,16,7.5BG 6/16,0,180.78816,185.1297611
7.5BG,6,18,7.5BG 6/18,0,183.465377,189.3183606
7.5BG,6,20,7.5BG 6/20,0,186.2786787,193.8514339
7.5BG,6,22,7.5BG 6/22,0,188.9765329,198.2047114
7.5BG,6,24,7.5BG 6/24,0,191.3677023,201.7593302
7.5BG,6,26,7.5BG 6/26,0,193.0533283,205.234192
10BG,6,2,10BG 6/2,126.9905615,154.1428639,155.3829274
10BG,6,4,10BG 6/4,100.0833617,158.7697012,162.682197
10BG,6,6,10BG 6/6,61.31764495,162.9405376,169.9718096
10BG,6,8,10BG 6/8,0,166.6343132,176.8568557
10BG,6,10,10BG 6/10,0,170.0985958,183.6996771
10BG,6,12,10BG 6/12,0,173.6265365,191.1129791
10BG,6,14,10BG 6/14,0,176.6740189,197.7636754
10BG,6,16,10BG 6/16,0,179.8020615,204.7632964
10BG,6,18,10BG 6/18,0,182.5725687,211.0282882
10BG,6,20,10BG 6/20,0,185.7482581,217.6731411
10BG,6,22,10BG 6/22,0,188.5952437,224.0512565
10BG,6,24,10BG 6/24,0,191.337789,230.4062624
2.5B,6,2,2.5B 6/2,128.4746094,153.6043795,157.0582368
2.5B,6,4,2.5B 6/4,103.0229952,157.8710912,166.1298562
2.5B,6,6,2.5B 6/6,65.29867921,161.8555185,176.0016531
2.5B,6,8,2.5B 6/8,0,165.4128253,185.4953305
2.5B,6,10,2.5B 6/10,0,168.5031719,194.4336142
2.5B,6,12,2.5B 6/12,0,172.0234558,204.6192403
2.5B,6,14,2.5B 6/14,0,175.0735646,213.3575393
2.5B,6,16,2.5B 6/16,0,178.3742807,222.9997621
2.5B,6,18,2.5B 6/18,0,181.3158346,230.9984236
2.5B,6,20,2.5B 6/20,0,184.2537462,240.0137567
2.5B,6,22,2.5B 6/22,0,187.1044309,249.9926547
5B,6,2,5B 6/2,130.8016681,152.8702623,158.5322689
5B,6,4,5B 6/4,107.9532066,156.5890047,169.3763149
5B,6,6,5B 6/6,75.67273721,160.05545,181.4018336
5B,6,8,5B 6/8,0,163.0958911,193.4869072
5B,6,10,5B 6/10,0,165.8549194,205.1980441
5B,6,12,5B 6/12,0,168.716062,217.306819
5B,6,14,5B 6/14,0,171.6768985,229.7766918
5B,6,16,5B 6/16,0,174.9099982,242.8911168
5B,6,18,5B 6/18,0,177.3933682,254.8388093
5B,6,20,5B 6/20,0,180.6605016,255
7.5B,6,2,7.5B 6/2,133.2201043,152.1461546,159.5449548
7.5B,6,4,7.5B 6/4,113.9859512,155.1099452,171.7783228
7.5B,6,6,7.5B 6/6,87.67583624,157.9959057,185.0632371
7.5B,6,8,7.5B 6/8,47.21318911,160.4810814,198.1727354
7.5B,6,10,7.5B 6/10,0,162.8217747,211.0520024
7.5B,6,12,7.5B 6/12,0,165.3795823,225.2247442
7.5B,6,14,7.5B 6/14,0,167.8366655,239.2572341
7.5B,6,16,7.5B 6/16,0,170.6529729,254.7583335
7.5B,6,18,7.5B 6/18,0,173.1807252,255
7.5B,6,20,7.5B 6/20,0,175.4542982,255
7.5B,6,22,7.5B 6/22,0,177.8150908,255
10B,6,2,10B 6/2,136.0478159,151.3099153,160.4246803
10B,6,4,10B 6/4,120.4038421,153.5623462,173.2052139
10B,6,6,10B 6/6,99.46033069,155.8237989,187.3413163
10B,6,8,10B 6/8,71.82454133,157.7976894,201.1579418
10B,6,10,10B 6/10,5.64091357,159.6905074,214.648998
10B,6,12,10B 6/12,0,161.8175242,230.119996
10B,6,14,10B 6/14,0,163.904841,245.2180915
10B,6,16,10B 6/16,0,166.3348659,255
10B,6,18,10B 6/18,0,168.6875157,255
10B,6,20,10B 6/20,0,170.6466582,255
10B,6,22,10B 6/22,0,172.4463916,255
10B,6,24,10B 6/24,0,175.3621242,255
2.5PB,6,2,2.5PB 6/2,139.4839934,150.3221403,160.9495333
2.5PB,6,4,2.5PB 6/4,127.6461837,151.754304,174.1846866
2.5PB,6,6,2.5PB 6/6,112.4143382,153.1617937,188.9633925
2.5PB,6,8,2.5PB 6/8,94.87392669,154.267221,203.3510016
2.5PB,6,10,2.5PB 6/10,69.45192419,155.4629327,217.7157614
2.5PB,6,12,2.5PB 6/12,0,156.8115819,233.653643
2.5PB,6,14,2.5PB 6/14,0,158.0321326,249.3217182
2.5PB,6,16,2.5PB 6/16,0,159.4623379,255
2.5PB,6,18,2.5PB 6/18,0,160.3025741,255
2.5PB,6,20,2.5PB 6/20,0,161.5762396,255
2.5PB,6,22,2.5PB 6/22,0,163.1860334,255
2.5PB,6,24,2.5PB 6/24,0,164.732153,255
5PB,6,2,5PB 6/2,142.4748164,149.4686846,161.0899687
5PB,6,4,5PB 6/4,134.3564656,150.0025814,174.6104994
5PB,6,6,5PB 6/6,123.8172635,150.4972278,190.035454
5PB,6,8,5PB 6/8,112.1347147,150.9081783,204.3268326
5PB,6,10,5PB 6/10,96.78345196,151.4827488,218.3960099
5PB,6,12,5PB 6/12,72.53509047,152.1010411,234.5697499
5PB,6,14,5PB 6/14,25.98468434,152.5275926,251.033125
5PB,6,16,5PB 6/16,0,153.2930488,255
5PB,6,18,5PB 6/18,0,153.4678573,255
5PB,6,20,5PB 6/20,0,153.8833388,255
5PB,6,22,5PB 6/22,0,153.6211136,255
5PB,6,24,5PB 6/24,0,153.3092523,255
5PB,6,26,5PB 6/26,0,153.560762,255
7.5PB,6,2,7.5PB 6/2,146.0355386,148.4194037,161.2153939
7.5PB,6,4,7.5PB 6/4,142.1553952,147.8326744,174.7855378
7.5PB,6,6,7.5PB 6/6,137.6965073,146.9847434,189.6762927
7.5PB,6,8,7.5PB 6/8,133.1854149,146.1444005,202.8694632
7.5PB,6,10,7.5PB 6/10,128.152526,145.1031192,216.5641014
7.5PB,6,12,7.5PB 6/12,121.3035102,143.7573003,232.6007976
7.5PB,6,14,7.5PB 6/14,113.7496835,142.1388667,248.6364654
7.5PB,6,16,7.5PB 6/16,101.1537867,140.7722707,255
7.5PB,6,18,7.5PB 6/18,95.34274266,138.5137695,255
7.5PB,6,20,7.5PB 6/20,87.92408495,135.8041964,255
7.5PB,6,22,7.5PB 6/22,80.72281003,132.5316135,255
7.5PB,6,24,7.5PB 6/24,69.1232301,129.2964024,255
7.5PB,6,26,7.5PB 6/26,51.23947416,123.2758633,255
10PB,6,2,10PB 6/2,148.9823747,147.595157,160.6854407
10PB,6,4,10PB 6/4,148.5783688,146.0419225,173.8446477
10PB,6,6,10PB 6/6,148.3051129,144.1416414,187.7160532
10PB,6,8,10PB 6/8,148.1463218,142.2000624,200.1999058
10PB,6,10,10PB 6/10,148.3351958,139.8512614,213.145074
10PB,6,12,10PB 6/12,148.3185934,137.0614272,227.356594
10PB,6,14,10PB 6/14,148.4840987,133.9745636,241.1791388
10PB,6,16,10PB 6/16,149.5958237,129.6434943,255
10PB,6,18,10PB 6/18,150.8507071,126.0018288,255
10PB,6,20,10PB 6/20,151.5855248,121.1466431,255
10PB,6,22,10PB 6/22,152.1726184,116.089861,255
10PB,6,24,10PB 6/24,154.5235048,110.2598561,255
10PB,6,26,10PB 6/26,158.8602698,99.79448933,255
10PB,6,28,10PB 6/28,161.2418801,88.68401102,255
2.5P,6,2,2.5P 6/2,151.3950858,146.9048935,160.1992998
2.5P,6,4,2.5P 6/4,154.16359,144.5186399,171.931462
2.5P,6,6,2.5P 6/6,157.1769203,141.6472809,184.8880996
2.5P,6,8,2.5P 6/8,160.5413525,138.5779363,196.5671495
2.5P,6,10,2.5P 6/10,164.2111366,135.0901635,208.3457299
2.5P,6,12,2.5P 6/12,168.4258622,131.131423,219.7108896
2.5P,6,14,2.5P 6/14,172.7106106,126.7119013,231.2616795
2.5P,6,16,2.5P 6/16,178.3881893,120.9806251,243.4564823
2.5P,6,18,2.5P 6/18,182.2543075,116.0397392,253.9259565
2.5P,6,20,2.5P 6/20,188.1725591,108.4616452,255
2.5P,6,22,2.5P 6/22,193.5996468,100.3095878,255
2.5P,6,24,2.5P 6/24,199.9456389,90.10459507,255
2.5P,6,26,2.5P 6/26,206.8147534,75.33243442,255
2.5P,6,28,2.5P 6/28,212.1326609,58.22127017,255
2.5P,6,30,2.5P 6/30,221.0420755,2.845620115,255
2.5P,6,32,2.5P 6/32,229.7298455,0,255
5P,6,2,5P 6/2,153.8703331,146.2358401,159.2035871
5P,6,4,5P 6/4,159.1006592,143.1598967,169.6445301
5P,6,6,5P 6/6,164.879704,139.4721314,180.9291279
5P,6,8,5P 6/8,170.1271547,135.8067768,191.1456494
5P,6,10,5P 6/10,175.8866217,131.4928392,201.8064911
5P,6,12,5P 6/12,181.7133795,126.8927086,211.5595509
5P,6,14,5P 6/14,188.0964418,121.3041781,222.2634198
5P,6,16,5P 6/16,194.1900845,115.3119259,232.5972615
5P,6,18,5P 6/18,200.1331646,108.7788752,242.5750016
5P,6,20,5P 6/20,207.0024017,100.3118436,253.5886338
5P,6,22,5P 6/22,215.5963157,87.67591734,255
5P,6,24,5P 6/24,222.3369755,75.54869888,255
5P,6,26,5P 6/26,230.794366,55.20744863,255
5P,6,28,5P 6/28,239.0374508,8.694278374,255
5P,6,30,5P 6/30,248.158276,0,255
5P,6,32,5P 6/32,255,0,255
5P,6,34,5P 6/34,255,0,255
5P,6,36,5P 6/36,255,0,255
7.5P,6,2,7.5P 6/2,157.2114049,145.4212501,156.8314519
7.5P,6,4,7.5P 6/4,165.0205233,141.6752441,164.8957131
7.5P,6,6,7.5P 6/6,173.7727665,136.9360957,174.5121601
7.5P,6,8,7.5P 6/8,181.6178193,132.263681,182.7796126
7.5P,6,10,7.5P 6/10,189.7972996,126.7573099,191.8787898
7.5P,6,12,7.5P 6/12,197.4578544,121.0830618,199.9407563
7.5P,6,14,7.5P 6/14,205.2312785,114.5342785,208.5174659
7.5P,6,16,7.5P 6/16,213.1550384,106.9999191,217.0487314
7.5P,6,18,7.5P 6/18,220.5777883,98.85154149,225.1719332
7.5P,6,20,7.5P 6/20,229.9960681,86.48870479,235.4536099
7.5P,6,22,7.5P 6/22,238.5769923,72.09100503,244.9952937
7.5P,6,24,7.5P 6/24,246.6072731,53.76146933,253.6686502
7.5P,6,26,7.5P 6/26,255,0,255
7.5P,6,28,7.5P 6/28,255,0,255
7.5P,6,30,7.5P 6/30,255,0,255
7.5P,6,32,7.5P 6/32,255,0,255
7.5P,6,34,7.5P 6/34,255,0,255
7.5P,6,36,7.5P 6/36,255,0,255
10P,6,2,10P 6/2,159.0773884,145.0245034,154.8564581
10P,6,4,10P 6/4,168.7271995,140.7352305,161.4304215
10P,6,6,10P 6/6,179.7878555,135.2529602,168.5606742
10P,6,8,10P 6/8,189.1140634,129.9635286,175.0699977
10P,6,10,10P 6/10,198.974925,123.6474295,182.0292071
10P,6,12,10P 6/12,208.0615186,116.9940314,188.7238821
10P,6,14,10P 6/14,217.8922989,108.6983406,196.1320927
10P,6,16,10P 6/16,226.5360439,100.1520463,202.9259074
10P,6,18,10P 6/18,234.8448575,90.46590733,209.6063159
10P,6,20,10P 6/20,244.8208532,76.074534,217.6186076
10P,6,22,10P 6/22,253.8379735,58.42994709,224.9778434
10P,6,24,10P 6/24,255,30.91999862,231.9970566
10P,6,26,10P 6/26,255,0,240.0864298
10P,6,28,10P 6/28,255,0,248.8356814
10P,6,30,10P 6/30,255,0,255
10P,6,32,10P 6/32,255,0,255
10P,6,34,10P 6/34,255,0,255
10P,6,36,10P 6/36,255,0,255
2.5RP,6,2,2.5RP 6/2,160.8806969,144.6692882,152.581999
2.5RP,6,4,2.5RP 6/4,172.5931896,139.8258004,156.73114
2.5RP,6,6,2.5RP 6/6,185.1875746,133.820846,161.5255412
2.5RP,6,8,2.5RP 6/8,195.8573493,127.9676977,165.8644937
2.5RP,6,10,2.5RP 6/10,206.3987337,121.3489885,170.4221639
2.5RP,6,12,2.5RP 6/12,217.5382744,113.2359917,175.5415627
2.5RP,6,14,2.5RP 6/14,228.2368742,104.1099288,180.4666967
2.5RP,6,16,2.5RP 6/16,238.804879,93.29259559,185.560248
2.5RP,6,18,2.5RP 6/18,248.3117698,81.2893166,190.4456723
2.5RP,6,20,2.5RP 6/20,255,63.28981228,196.1110938
2.5RP,6,22,2.5RP 6/22,255,41.99141443,200.7193937
2.5RP,6,24,2.5RP 6/24,255,0,206.0324875
2.5RP,6,26,2.5RP 6/26,255,0,211.4860613
2.5RP,6,28,2.5RP 6/28,255,0,216.3154681
2.5RP,6,30,2.5RP 6/30,255,0,222.0463081
2.5RP,6,32,2.5RP 6/32,255,0,227.4417116
2.5RP,6,34,2.5RP 6/34,255,0,232.4098416
2.5RP,6,36,2.5RP 6/36,255,0,236.6265785
5RP,6,2,5RP 6/2,162.4521721,144.4228218,149.9346876
5RP,6,4,5RP 6/4,176.0990617,139.0906998,151.1882893
5RP,6,6,5RP 6/6,190.4355585,132.493329,152.9469124
5RP,6,8,5RP 6/8,202.440667,126.0532898,154.5666425
5RP,6,10,5RP 6/10,213.7312769,119.0505978,156.3055198
5RP,6,12,5RP 6/12,226.0150779,110.1172068,158.4560439
5RP,6,14,5RP 6/14,237.9582932,99.64959932,161.0107681
5RP,6,16,5RP 6/16,248.9227296,87.91595959,163.3998168
5RP,6,18,5RP 6/18,255,73.05665408,166.0013328
5RP,6,20,5RP 6/20,255,47.21828316,169.2939793
5RP,6,22,5RP 6/22,255,6.763364533,171.4963811
5RP,6,24,5RP 6/24,255,0,174.3600767
5RP,6,26,5RP 6/26,255,0,177.4127634
5RP,6,28,5RP 6/28,255,0,180.1772414
5RP,6,30,5RP 6/30,255,0,182.3210278
5RP,6,32,5RP 6/32,255,0,185.8004739
7.5RP,6,2,7.5RP 6/2,163.2944593,144.3401354,148.02051
7.5RP,6,4,7.5RP 6/4,178.1097545,138.7400583,147.1167525
7.5RP,6,6,7.5RP 6/6,193.6093136,131.7694699,146.3820172
7.5RP,6,8,7.5RP 6/8,205.4827692,125.5065911,145.9248529
7.5RP,6,10,7.5RP 6/10,218.1956178,117.676655,145.7260792
7.5RP,6,12,7.5RP 6/12,230.7216937,108.4924211,145.981394
7.5RP,6,14,7.5RP 6/14,242.9587141,97.64175028,146.5321747
7.5RP,6,16,7.5RP 6/16,255,83.74350388,147.2664245
7.5RP,6,18,7.5RP 6/18,255,68.38384127,148.2024553
7.5RP,6,20,7.5RP 6/20,255,40.64867344,149.3735786
7.5RP,6,22,7.5RP 6/22,255,0,150.0695647
7.5RP,6,24,7.5RP 6/24,255,0,151.8304572
7.5RP,6,26,7.5RP 6/26,255,0,153.290715
7.5RP,6,28,7.5RP 6/28,255,0,155.0789304
7.5RP,6,30,7.5RP 6/30,255,0,156.803521
10RP,6,2,10RP 6/2,164.2582864,144.2125864,146.0685061
10RP,6,4,10RP 6/4,180.0406966,138.4004943,142.9787868
10RP,6,6,10RP 6/6,195.7921774,131.4619355,139.8294751
10RP,6,8,10RP 6/8,208.0390811,125.111092,137.3632797
10RP,6,10,10RP 6/10,221.8064449,116.7072294,134.7311102
10RP,6,12,10RP 6/12,234.6617802,107.31096,132.3965145
10RP,6,14,10RP 6/14,246.3590558,96.9807028,130.4881918
10RP,6,16,10RP 6/16,255,81.59722946,128.2521956
10RP,6,18,10RP 6/18,255,64.93378574,126.7625963
10RP,6,20,10RP 6/20,255,38.50061959,126.0823057
10RP,6,22,10RP 6/22,255,0,125.5579354
10RP,6,24,10RP 6/24,255,0,125.0060142
10RP,6,26,10RP 6/26,255,0,125.35835
10RP,6,28,10RP 6/28,255,0,124.4434013
2.5R,6,2,2.5R 6/2,164.9810384,144.1390643,144.3612797
2.5R,6,4,2.5R 6/4,181.4183042,138.2182934,139.3108987
2.5R,6,6,2.5R 6/6,197.2372621,131.4235114,133.6961975
2.5R,6,8,2.5R 6/8,210.3110239,124.7562591,128.9785176
2.5R,6,10,2.5R 6/10,224.101209,116.4221522,124.0400663
2.5R,6,12,2.5R 6/12,237.219922,106.8840898,119.4600325
2.5R,6,14,2.5R 6/14,248.8629177,96.6287672,115.538438
2.5R,6,16,2.5R 6/16,255,81.83053396,111.4067688
2.5R,6,18,2.5R 6/18,255,64.31833072,107.6884228
2.5R,6,20,2.5R 6/20,255,41.99265813,104.3496922
2.5R,6,22,2.5R 6/22,255,0,102.5003837
2.5R,6,24,2.5R 6/24,255,0,101.6267185
2.5R,6,26,2.5R 6/26,255,0,99.66626696
2.5R,6,28,2.5R 6/28,255,0,100.217606
5R,6,2,5R 6/2,165.6632504,144.0686105,142.7226609
5R,6,4,5R 6/4,182.6778824,138.1122332,135.2202767
5R,6,6,5R 6/6,198.3472814,131.5170629,127.5057721
5R,6,8,5R 6/8,211.7234609,124.8044534,120.7405902
5R,6,10,5R 6/10,225.601583,116.5623565,113.1726707
5R,6,12,5R 6/12,238.5690977,107.2829124,106.0934439
5R,6,14,5R 6/14,250.2606112,97.19835173,99.27938205
5R,6,16,5R 6/16,255,83.97109116,91.77587727
5R,6,18,5R 6/18,255,67.73030346,84.66118735
5R,6,20,5R 6/20,255,48.1749427,79.5594575
5R,6,22,5R 6/22,255,9.06601167,74.86794623
5R,6,24,5R 6/24,255,0,71.70628157
5R,6,26,5R 6/26,255,0,69.07979244
5R,6,28,5R 6/28,255,0,66.2272995
5R,6,30,5R 6/30,255,0,64.94405457
7.5R,6,2,7.5R 6/2,166.6082658,143.994845,140.1623979
7.5R,6,4,7.5R 6/4,183.491146,138.2417721,130.5120661
7.5R,6,6,7.5R 6/6,198.4518225,132.111955,121.0265248
7.5R,6,8,7.5R 6/8,212.4110008,125.3615086,110.8540491
7.5R,6,10,7.5R 6/10,226.3529591,117.3120426,99.83361039
7.5R,6,12,7.5R 6/12,238.3530339,109.0761634,89.12334747
7.5R,6,14,7.5R 6/14,249.9859484,99.52852861,77.60405074
7.5R,6,16,7.5R 6/16,255,88.25257237,65.10573166
7.5R,6,18,7.5R 6/18,255,75.0529407,51.79625416
7.5R,6,20,7.5R 6/20,255,61.05622428,40.56102508
7.5R,6,22,7.5R 6/22,255,40.54278271,19.86613778
7.5R,6,24,7.5R 6/24,255,12.1956854,0
7.5R,6,26,7.5R 6/26,255,0,0
7.5R,6,28,7.5R 6/28,255,0,0
7.5R,6,30,7.5R 6/30,255,0,0
10R,6,2,10R 6/2,167.306029,144.0081735,137.5525402
10R,6,4,10R 6/4,184.1240558,138.5425548,124.5804902
10R,6,6,10R 6/6,198.2633201,133.0264463,112.0995386
10R,6,8,10R 6/8,211.643897,126.8435544,98.84427775
10R,6,10,10R 6/10,224.5039416,119.8706827,83.54623284
10R,6,12,10R 6/12,235.9116043,112.5860545,67.25355636
10R,6,14,10R 6/14,246.3709902,104.7430198,48.00385248
10R,6,16,10R 6/16,255,97.04815763,21.34844372
10R,6,18,10R 6/18,255,88.29634069,0
10R,6,20,10R 6/20,255,78.81437515,0
10R,6,22,10R 6/22,255,68.21194742,0
10R,6,24,10R 6/24,255,58.59622333,0
10R,6,26,10R 6/26,255,47.69825367,0
10R,6,28,10R 6/28,255,30.74497665,0
10R,6,30,10R 6/30,255,0,0
2.5YR,6,2,2.5YR 6/2,167.4355089,144.2815752,134.3460702
2.5YR,6,4,2.5YR 6/4,182.7709633,139.5741053,119.6981195
2.5YR,6,6,2.5YR 6/6,197.0562103,134.3031176,103.9594184
2.5YR,6,8,2.5YR 6/8,209.2365056,129.0114531,88.11067446
2.5YR,6,10,2.5YR 6/10,220.5041039,123.3672725,69.50050524
2.5YR,6,12,2.5YR 6/12,229.9227191,118.0019634,47.37337178
2.5YR,6,14,2.5YR 6/14,237.5048482,113.152811,12.99264836
2.5YR,6,16,2.5YR 6/16,243.0949723,109.2374423,0
2.5YR,6,18,2.5YR 6/18,247.910224,105.5694432,0
2.5YR,6,20,2.5YR 6/20,252.7143316,101.5007969,0
2.5YR,6,22,2.5YR 6/22,254.7288718,99.86531813,0
5YR,6,2,5YR 6/2,166.6330211,144.8481833,131.5154612
5YR,6,4,5YR 6/4,180.8202187,140.853615,114.3976885
5YR,6,6,5YR 6/6,193.726029,136.5573414,95.27236404
5YR,6,8,5YR 6/8,204.6925723,132.2572035,75.62397578
5YR,6,10,5YR 6/10,213.8538215,128.168083,53.46430063
5YR,6,12,5YR 6/12,221.02861,124.6295817,22.84903575
5YR,6,14,5YR 6/14,226.6787841,121.5737823,0
5YR,6,16,5YR 6/16,230.9094042,119.134161,0
5YR,6,18,5YR 6/18,233.7867836,117.3796632,0
5YR,6,20,5YR 6/20,236.8199718,115.4908388,0
7.5YR,6,2,7.5YR 6/2,165.4984317,145.4877574,129.051307
7.5YR,6,4,7.5YR 6/4,178.5250402,142.1639337,109.8456477
7.5YR,6,6,7.5YR 6/6,189.7382945,138.8395087,88.62419082
7.5YR,6,8,7.5YR 6/8,199.0885393,135.619698,65.82909015
7.5YR,6,10,7.5YR 6/10,206.4068618,132.8267395,37.69236812
7.5YR,6,12,7.5YR 6/12,211.9184172,130.5043227,0
7.5YR,6,14,7.5YR 6/14,215.6258349,128.8682984,0
7.5YR,6,16,7.5YR 6/16,218.6749784,127.4576619,0
7.5YR,6,18,7.5YR 6/18,220.131614,126.8023374,0
7.5YR,6,20,7.5YR 6/20,222.1893801,125.7434541,0
10YR,4,1,10YR 4/1,,,
10YR,4,2,10YR 4/2,111.195924,94.52018876,75.72850355
10YR,4,3,10YR 4/3,110,88,62
10YR,4,4,10YR 4/4,121.525323,91.89867703,54.66696777
10YR,6,10,10YR 6/10,197.6341454,137.6307932,18.88115836
10YR,6,12,10YR 6/12,201.8725631,136.1405981,0
10YR,6,14,10YR 6/14,204.7381578,135.0976067,0
10YR,6,16,10YR 6/16,206.6444991,134.4076404,0
10YR,6,18,10YR 6/18,208.5409587,133.5829632,0
2.5Y,6,2,2.5Y 6/2,160.253941,147.7680399,123.8564007
