H,V,C,Munsell,R,G,B
7.5RP,1,4,7.5RP 1/4,51.27195583,15.30146082,37.59483363
7.5RP,1,6,7.5RP 1/6,58.50964687,5.3482999,41.28865538
7.5RP,1,8,7.5RP 1/8,65.81625183,0,45.28967159
7.5RP,1,10,7.5RP 1/10,73.14539393,0,49.37108533
7.5RP,1,12,7.5RP 1/12,80.2215434,0,53.40527857
7.5RP,1,14,7.5RP 1/14,86.94809426,0,57.31795759
7.5RP,1,16,7.5RP 1/16,93.014623,0,60.93323763
10RP,1,2,10RP 1/2,43.92447064,21.81610969,31.82408626
10RP,1,4,10RP 1/4,52.57539914,14.78660131,34.44338418
10RP,1,6,10RP 1/6,60.22627416,4.188078419,37.28131929
10RP,1,8,10RP 1/8,68.07780437,0,40.61751595
10RP,1,10,10RP 1/10,75.35873374,0,43.9942973
10RP,1,12,10RP 1/12,82.92023546,0,47.68520127
10RP,1,14,10RP 1/14,89.74780844,0,51.0073226
10RP,1,16,10RP 1/16,95.63341196,0,53.99609001
2.5R,1,2,2.5R 1/2,44.66594587,21.7012637,29.58633464
2.5R,1,4,2.5R 1/4,53.7982166,14.34170559,30.79988266
2.5R,1,6,2.5R 1/6,62.22663663,2.617303897,32.4057133
2.5R,1,8,2.5R 1/8,70.15461583,0,34.36886636
2.5R,1,10,2.5R 1/10,77.57198597,0,36.5501855
2.5R,1,12,2.5R 1/12,86.24005728,0,39.05286261
2.5R,1,14,2.5R 1/14,91.92081713,0,40.97126377
5R,1,2,5R 1/2,45.26771297,21.65338907,27.25725619
5R,1,4,5R 1/4,54.77910979,14.07044434,26.91826078
5R,1,6,5R 1/6,63.55601043,1.90793958,27.03225451
5R,1,8,5R 1/8,71.78431838,0,27.75526799
5R,1,10,5R 1/10,79.20734003,0,28.80492007
5R,1,12,5R 1/12,88.28316626,0,30.4981424
7.5R,1,2,7.5R 1/2,45.53217186,21.75240342,25.19956997
7.5R,1,4,7.5R 1/4,55.45977669,14.00375561,23.0515455
7.5R,1,6,7.5R 1/6,64.51356275,1.518460781,21.64762802
7.5R,1,8,7.5R 1/8,72.90176695,0,21.06233916
7.5R,1,10,7.5R 1/10,80.35691719,0,21.02857677
7.5R,1,12,7.5R 1/12,89.88441363,0,21.65185184
10R,1,2,10R 1/2,45.54770351,22.00493246,22.96317275
10R,1,4,10R 1/4,56.16384252,13.90437396,18.4918757
10R,1,6,10R 1/6,64.75844951,2.196394476,15.13648308
10R,1,8,10R 1/8,73.40546839,0,12.53138224
10R,1,10,10R 1/10,81.33598549,0,10.72608913
10R,1,12,10R 1/12,89.72734993,0,9.302459555
2.5YR,1,2,2.5YR 1/2,45.05639027,22.64306591,19.65385025
2.5YR,1,4,2.5YR 1/4,56.37057418,14.55352053,10.51517989
2.5YR,1,6,2.5YR 1/6,64.36454322,4.101130541,4.050583777
2.5YR,1,8,2.5YR 1/8,72.80638988,0,0
2.5YR,1,10,2.5YR 1/10,81.23511358,0,0
2.5YR,1,12,2.5YR 1/12,90.75759432,0,0
5YR,1,2,5YR 1/2,44.002454,23.58504401,15.73680972
5YR,1,4,5YR 1/4,55.02218107,16.68842817,0.768741671
5YR,1,6,5YR 1/6,62.00804761,9.089102701,0
5YR,1,8,5YR 1/8,67.74865952,0.749470638,0
5YR,1,10,5YR 1/10,73.88224417,0,0
7.5YR,1,2,7.5YR 1/2,42.68125603,24.50939609,12.71479517
7.5YR,1,4,7.5YR 1/4,52.58451729,19.26373455,0
7.5YR,1,6,7.5YR 1/6,58.53807691,14.41227389,0
10YR,1,2,10YR 1/2,40.90980842,25.57026276,9.68113054
10YR,1,4,10YR 1/4,49.48184483,21.81110981,0
2.5Y,1,2,2.5Y 1/2,38.16527507,26.90801839,7.784881153
2.5Y,1,4,2.5Y 1/4,45.49378721,24.39107246,0
5Y,1,2,5Y 1/2,35.78435844,27.87192579,7.792087612
5Y,1,4,5Y 1/4,41.48105943,26.51952058,0
7.5Y,1,2,7.5Y 1/2,33.15303134,28.77002673,9.115042942
7.5Y,1,4,7.5Y 1/4,37.79860857,28.13291848,0
10Y,2,2,10Y 2/2,51.18817175,50.33918584,33.70052597
10Y,2,4,10Y 2/4,52.8415548,51.07395297,5.560976053
10Y,2,6,10Y 2/6,53.63478325,51.66450579,0
2.5GY,2,2,2.5GY 2/2,48.39078092,51.02399687,35.70666544
2.5GY,2,4,2.5GY 2/4,47.00057328,52.58414066,12.46818826
2.5GY,2,6,2.5GY 2/6,44.08335378,54.17387221,0
2.5GY,2,8,2.5GY 2/8,40.41873178,55.5803738,0
5GY,2,2,5GY 2/2,46.21416159,51.47635981,37.70280722
5GY,2,4,5GY 2/4,41.15293659,53.79749361,19.11539743
5GY,2,6,5GY 2/6,34.88052799,55.85648138,0
5GY,2,8,5GY 2/8,27.23354431,57.66883297,0
5GY,2,10,5GY 2/10,18.00470429,59.04847704,0
7.5GY,2,2,7.5GY 2/2,43.37596382,51.98959971,40.47330602
7.5GY,2,4,7.5GY 2/4,34.07431804,54.91350369,26.40669396
7.5GY,2,6,7.5GY 2/6,21.36057625,57.42207541,8.010667186
7.5GY,2,8,7.5GY 2/8,0,59.82494303,0
7.5GY,2,10,7.5GY 2/10,0,61.74179131,0
7.5GY,2,12,7.5GY 2/12,0,63.16520877,0
7.5GY,2,14,7.5GY 2/14,0,64.489129,0
10GY,2,2,10GY 2/2,41.40996508,52.30123766,42.42352985
10GY,2,4,10GY 2/4,27.745136,55.62053071,32.42907803
10GY,2,6,10GY 2/6,5.190674026,58.31163172,21.91555849
10GY,2,8,10GY 2/8,0,60.75822871,8.141456788
10GY,2,10,10GY 2/10,0,62.90111464,0
10GY,2,12,10GY 2/12,0,64.66125389,0
10GY,2,14,10GY 2/14,0,66.20110491,0
10GY,2,16,10GY 2/16,0,68.01089939,0
10GY,2,18,10GY 2/18,0,69.58107902,0
2.5G,2,2,2.5G 2/2,39.48572054,52.57116755,44.3679189
2.5G,2,4,2.5G 2/4,21.43297343,56.07806728,38.10568213
2.5G,2,6,2.5G 2/6,0,59.00571891,32.32447024
2.5G,2,8,2.5G 2/8,0,61.33921406,27.23297468
2.5G,2,10,2.5G 2/10,0,63.71952186,21.43407229
2.5G,2,12,2.5G 2/12,0,65.66456941,16.88183985
2.5G,2,14,2.5G 2/14,0,67.2672304,13.47405761
2.5G,2,16,2.5G 2/16,0,68.6091177,11.0014099
2.5G,2,18,2.5G 2/18,0,69.84102627,8.645589821
5G,2,2,5G 2/2,38.26864238,52.70761476,45.79494081
5G,2,4,5G 2/4,17.15722112,56.28450589,41.46387489
5G,2,6,5G 2/6,0,59.22743731,38.02243595
5G,2,8,5G 2/8,0,61.58293792,35.49844964
5G,2,10,5G 2/10,0,63.89876699,33.15630451
5G,2,12,5G 2/12,0,65.86549501,31.44464784
5G,2,14,5G 2/14,0,67.48681873,30.36317095
5G,2,16,5G 2/16,0,68.82961561,29.67263899
5G,2,18,5G 2/18,0,70.07558979,29.49061787
7.5G,2,2,7.5G 2/2,37.27420038,52.8037271,47.01888666
7.5G,2,4,7.5G 2/4,13.05395522,56.40797811,44.42949843
7.5G,2,6,7.5G 2/6,0,59.26757905,42.58566193
7.5G,2,8,7.5G 2/8,0,61.69433623,41.27902708
7.5G,2,10,7.5G 2/10,0,63.94302772,40.36842499
7.5G,2,12,7.5G 2/12,0,65.95064775,39.75849961
7.5G,2,14,7.5G 2/14,0,67.5874075,39.52936739
7.5G,2,16,7.5G 2/16,0,68.90929961,39.48482008
7.5G,2,18,7.5G 2/18,0,70.19930844,39.72623838
10G,2,2,10G 2/2,36.38553097,52.85392099,48.39981712
10G,2,4,10G 2/4,7.950798148,56.50531894,47.4917455
10G,2,6,10G 2/6,0,59.26412036,47.06964916
10G,2,8,10G 2/8,0,61.83541509,47.04471156
10G,2,10,10G 2/10,0,64.04621628,47.3456205
10G,2,12,10G 2/12,0,66.02607335,47.97283208
10G,2,14,10G 2/14,0,67.59421509,48.75396686
10G,2,16,10G 2/16,0,68.97532781,49.77095846
10G,2,18,10G 2/18,0,70.4486962,50.62254502
2.5BG,2,2,2.5BG 2/2,35.39273765,52.89155279,50.02307839
2.5BG,2,4,2.5BG 2/4,3.197490495,56.48136098,51.18616316
2.5BG,2,6,2.5BG 2/6,0,59.22056098,52.46363439
2.5BG,2,8,2.5BG 2/8,0,61.95156203,54.06377973
2.5BG,2,10,2.5BG 2/10,0,64.15599961,55.76577251
2.5BG,2,12,2.5BG 2/12,0,66.07827357,57.36076918
2.5BG,2,14,2.5BG 2/14,0,67.68267518,58.84930144
2.5BG,2,16,2.5BG 2/16,0,69.07552257,60.27440568
2.5BG,2,18,2.5BG 2/18,0,70.65778747,61.77369979
5BG,2,2,5BG 2/2,34.24844235,52.88676684,52.21542538
5BG,2,4,5BG 2/4,0,56.3300147,55.88182025
5BG,2,6,5BG 2/6,0,59.04202485,59.16053373
5BG,2,8,5BG 2/8,0,61.93660264,63.21186882
5BG,2,10,5BG 2/10,0,64.24003661,66.83263551
5BG,2,12,5BG 2/12,0,66.07541652,69.90854438
5BG,2,14,5BG 2/14,0,67.79850401,72.9465895
5BG,2,16,5BG 2/16,0,69.36443029,75.43680462
7.5BG,2,2,7.5BG 2/2,33.65651366,52.81303818,53.93488715
7.5BG,2,4,7.5BG 2/4,0,56.13288067,59.45118386
7.5BG,2,6,7.5BG 2/6,0,58.87769299,64.57947126
7.5BG,2,8,7.5BG 2/8,0,61.73929621,70.05104721
7.5BG,2,10,7.5BG 2/10,0,64.08468695,74.75551615
7.5BG,2,12,7.5BG 2/12,0,66.05432136,78.63564296
7.5BG,2,14,7.5BG 2/14,0,67.77708357,82.46505945
7.5BG,2,16,7.5BG 2/16,0,69.56563956,85.94648969
10BG,2,2,10BG 2/2,33.3046687,52.66023189,55.87668096
10BG,2,4,10BG 2/4,0,55.74917428,63.57938676
10BG,2,6,10BG 2/6,0,58.41484402,70.90158221
10BG,2,8,10BG 2/8,0,61.20402463,78.94819019
10BG,2,10,10BG 2/10,0,63.74062025,86.04015881
10BG,2,12,10BG 2/12,0,65.84782296,93.11115866
10BG,2,14,10BG 2/14,0,67.59651038,98.36454117
2.5B,2,2,2.5B 2/2,33.40189714,52.46427099,57.39346781
2.5B,2,4,2.5B 2/4,0,55.31291488,66.7055153
2.5B,2,6,2.5B 2/6,0,57.89085082,76.04499798
2.5B,2,8,2.5B 2/8,0,60.55128616,85.77465636
2.5B,2,10,2.5B 2/10,0,63.136298,95.25538797
2.5B,2,12,2.5B 2/12,0,65.51555472,102.9982379
5B,2,2,5B 2/2,33.875783,52.20405952,58.796747
5B,2,4,5B 2/4,0,54.65283541,69.61556742
5B,2,6,5B 2/6,0,56.87575184,81.00337331
5B,2,8,5B 2/8,0,59.21358513,93.1882612
5B,2,10,5B 2/10,0,61.44561914,104.6869155
5B,2,12,5B 2/12,0,63.39762908,114.6248992
7.5B,2,2,7.5B 2/2,34.82052702,51.8216007,60.37100981
7.5B,2,4,7.5B 2/4,5.821759621,53.72151736,72.20502858
7.5B,2,6,7.5B 2/6,0,55.52672982,84.47531233
7.5B,2,8,7.5B 2/8,0,57.4969807,97.35731713
7.5B,2,10,7.5B 2/10,0,59.4133088,109.8805138
7.5B,2,12,7.5B 2/12,0,61.01895553,119.9709889
7.5B,2,14,7.5B 2/14,0,63.2898684,131.9847486
10B,2,2,10B 2/2,37.1129581,51.16328743,61.775299
10B,2,4,10B 2/4,15.76521457,52.65531365,74.02220332
10B,2,6,10B 2/6,0,54.12329964,86.70268154
10B,2,8,10B 2/8,0,55.6027181,100.0979848
10B,2,10,10B 2/10,0,57.06675739,112.6879147
10B,2,12,10B 2/12,0,58.27820916,124.2798222
10B,2,14,10B 2/14,0,59.93229489,137.3724857
2.5PB,2,2,2.5PB 2/2,39.8371862,50.44211113,62.57106665
2.5PB,2,4,2.5PB 2/4,25.56135655,51.25332492,75.21678899
2.5PB,2,6,2.5PB 2/6,0,51.92397804,88.44306771
2.5PB,2,8,2.5PB 2/8,0,52.57494821,101.9908276
2.5PB,2,10,2.5PB 2/10,0,53.06503776,114.8360348
2.5PB,2,12,2.5PB 2/12,0,53.60072202,127.570715
2.5PB,2,14,2.5PB 2/14,0,54.11087648,142.2247836
2.5PB,2,16,2.5PB 2/16,0,54.54493379,155.025096
2.5PB,2,18,2.5PB 2/18,0,54.63035197,169.5877775
5PB,2,2,5PB 2/2,43.02310039,49.5488015,63.32226594
5PB,2,4,5PB 2/4,33.75713656,49.68573337,75.97196845
5PB,2,6,5PB 2/6,17.26603348,49.71515488,89.12536647
5PB,2,8,5PB 2/8,0,49.5225584,102.5874738
5PB,2,10,5PB 2/10,0,48.93465602,115.6109948
5PB,2,12,5PB 2/12,0,48.16566409,127.9326754
5PB,2,14,5PB 2/14,0,46.65954914,141.8284911
5PB,2,16,5PB 2/16,0,44.95329606,155.0617728
5PB,2,18,5PB 2/18,0,43.00987007,167.2539062
5PB,2,20,5PB 2/20,0,41.11601588,175.8096004
5PB,2,22,5PB 2/22,0,39.32492349,185.7437058
5PB,2,24,5PB 2/24,0,36.93903891,197.3597715
5PB,2,26,5PB 2/26,0,34.21700745,206.2470789
5PB,2,28,5PB 2/28,0,32.54939355,211.1375076
5PB,2,30,5PB 2/30,0,30.60321828,216.3752265
5PB,2,32,5PB 2/32,0,28.29114599,222.0059474
5PB,2,34,5PB 2/34,0,24.65406974,231.3670423
5PB,2,36,5PB 2/36,0,20.80072615,238.2469971
5PB,2,38,5PB 2/38,0,13.55248862,249.864409
5PB,2,40,5PB 2/40,0,0,255
5PB,2,42,5PB 2/42,0,0,255
5PB,2,44,5PB 2/44,0,0,255
5PB,2,46,5PB 2/46,0,0,255
7.5PB,2,2,7.5PB 2/2,47.03602877,48.3848066,63.70024778
7.5PB,2,4,7.5PB 2/4,44.13894301,47.17637534,76.04188468
7.5PB,2,6,7.5PB 2/6,41.07187437,45.53000243,88.11066533
7.5PB,2,8,7.5PB 2/8,37.6614571,43.36170761,100.1712513
7.5PB,2,10,7.5PB 2/10,36.14096232,40.06810484,111.8900006
7.5PB,2,12,7.5PB 2/12,36.68490736,36.11905095,121.5930314
7.5PB,2,14,7.5PB 2/14,38.30762802,30.7753401,131.3293067
7.5PB,2,16,7.5PB 2/16,41.23636525,23.12168501,140.9084439
7.5PB,2,18,7.5PB 2/18,44.37702609,10.84622226,150.3556198
7.5PB,2,20,7.5PB 2/20,48.05416629,0,158.9423243
7.5PB,2,22,7.5PB 2/22,52.07032591,0,168.3879138
7.5PB,2,24,7.5PB 2/24,55.90538089,0,176.8606944
7.5PB,2,26,7.5PB 2/26,59.63572995,0,184.7608921
7.5PB,2,28,7.5PB 2/28,63.3712445,0,192.702411
7.5PB,2,30,7.5PB 2/30,67.50829819,0,201.9454303
7.5PB,2,32,7.5PB 2/32,71.68014896,0,210.9627057
7.5PB,2,34,7.5PB 2/34,75.89911458,0,220.3574858
7.5PB,2,36,7.5PB 2/36,80.6807155,0,230.0339387
7.5PB,2,38,7.5PB 2/38,85.50719027,0,241.1428983
7.5PB,2,40,7.5PB 2/40,91.4588017,0,254.0153915
7.5PB,2,42,7.5PB 2/42,99.01384724,0,255
7.5PB,2,44,7.5PB 2/44,107.989673,0,255
7.5PB,2,46,7.5PB 2/46,116.7883866,0,255
7.5PB,2,48,7.5PB 2/48,130.7438603,0,255
7.5PB,2,50,7.5PB 2/50,147.1584643,0,255
10PB,2,2,10PB 2/2,50.87893258,47.23941432,63.37730484
10PB,2,4,10PB 2/4,52.23285926,44.9077756,74.41809736
10PB,2,6,10PB 2/6,53.75896567,42.13593339,84.74411723
10PB,2,8,10PB 2/8,55.46909198,38.42753184,95.8620045
10PB,2,10,10PB 2/10,58.31617628,33.51983072,105.9916071
10PB,2,12,10PB 2/12,61.3770403,27.73449997,114.6447391
10PB,2,14,10PB 2/14,64.94681288,18.91438698,123.7848745
10PB,2,16,10PB 2/16,68.93495739,3.577642368,132.3758589
10PB,2,18,10PB 2/18,73.07470302,0,141.2037133
10PB,2,20,10PB 2/20,77.75707293,0,150.2703206
10PB,2,22,10PB 2/22,82.25496998,0,159.0761821
10PB,2,24,10PB 2/24,86.90832287,0,167.8910919
10PB,2,26,10PB 2/26,91.83494535,0,176.9574468
10PB,2,28,10PB 2/28,96.52691404,0,185.7713801
10PB,2,30,10PB 2/30,102.2393066,0,196.3780164
10PB,2,32,10PB 2/32,107.8550777,0,206.2457607
10PB,2,34,10PB 2/34,113.2356479,0,215.923216
10PB,2,36,10PB 2/36,118.7648406,0,226.7735457
10PB,2,38,10PB 2/38,125.5548766,0,237.6884769
10PB,2,40,10PB 2/40,133.3803013,0,250.3647196
10PB,2,42,10PB 2/42,141.2966388,0,255
10PB,2,44,10PB 2/44,152.2762858,0,255
10PB,2,46,10PB 2/46,165.8929207,0,255
10PB,2,48,10PB 2/48,181.9712313,0,255
10PB,2,50,10PB 2/50,206.1462713,0,255
2.5P,2,2,2.5P 2/2,53.73759093,46.41101162,62.39020987
2.5P,2,4,2.5P 2/4,57.43548124,43.35219433,72.11171066
2.5P,2,6,2.5P 2/6,61.20507244,39.8469309,80.68653091
2.5P,2,8,2.5P 2/8,66.14141909,34.41663581,90.70383476
2.5P,2,10,2.5P 2/10,70.65506657,27.96118416,99.59257111
2.5P,2,12,2.5P 2/12,75.48598202,18.48451695,108.2542794
2.5P,2,14,2.5P 2/14,80.21202791,2.151660665,116.5798236
2.5P,2,16,2.5P 2/16,84.93264508,0,124.5852663
2.5P,2,18,2.5P 2/18,90.07311498,0,132.8409572
2.5P,2,20,2.5P 2/20,95.29371252,0,141.2790488
2.5P,2,22,2.5P 2/22,100.7001626,0,149.9310177
2.5P,2,24,2.5P 2/24,106.3537202,0,159.0337281
2.5P,2,26,2.5P 2/26,112.2899345,0,168.3430137
2.5P,2,28,2.5P 2/28,119.1809465,0,178.9067613
2.5P,2,30,2.5P 2/30,126.7330105,0,190.4562133
2.5P,2,32,2.5P 2/32,134.8003484,0,202.5698326
2.5P,2,34,2.5P 2/34,139.8941782,0,210.6918022
2.5P,2,36,2.5P 2/36,148.0307828,0,223.1043218
2.5P,2,38,2.5P 2/38,154.9479891,0,233.9993553
2.5P,2,40,2.5P 2/40,163.943549,0,246.5077439
2.5P,2,42,2.5P 2/42,173.5662604,0,255
2.5P,2,44,2.5P 2/44,185.2616122,0,255
5P,2,2,5P 2/2,56.23083345,45.6878323,61.09715814
5P,2,4,5P 2/4,61.53027138,42.02819265,69.70003409
5P,2,6,5P 2/6,66.38595025,37.97378387,77.24802689
5P,2,8,5P 2/8,72.66870821,31.33595865,86.54180137
5P,2,10,5P 2/10,78.17150505,23.29612451,94.49034483
5P,2,12,5P 2/12,83.7901872,9.581011131,102.5640977
5P,2,14,5P 2/14,89.65749122,0,110.791373
5P,2,16,5P 2/16,94.86272742,0,117.9483162
5P,2,18,5P 2/18,100.6018275,0,125.5992575
5P,2,20,5P 2/20,106.3673124,0,133.407023
5P,2,22,5P 2/22,112.6111494,0,141.5631423
5P,2,24,5P 2/24,119.2511363,0,150.2913542
5P,2,26,5P 2/26,126.5178418,0,159.7270351
5P,2,28,5P 2/28,134.5294483,0,169.9269464
5P,2,30,5P 2/30,145.1785576,0,183.2891373
5P,2,32,5P 2/32,155.4515678,0,196.4216421
5P,2,34,5P 2/34,163.3875216,0,206.8682564
5P,2,36,5P 2/36,172.7150551,0,219.1007951
7.5P,2,2,7.5P 2/2,58.27694973,45.09364377,59.7120628
7.5P,2,4,7.5P 2/4,64.68997877,40.98053267,67.20999606
7.5P,2,6,7.5P 2/6,70.50777085,36.28092368,74.11535272
7.5P,2,8,7.5P 2/8,77.65548214,28.62009241,82.51805918
7.5P,2,10,7.5P 2/10,84.05755937,18.31001618,90.04632015
7.5P,2,12,7.5P 2/12,90.11257348,0.266166538,97.36864421
7.5P,2,14,7.5P 2/14,96.48127119,0,104.8659724
7.5P,2,16,7.5P 2/16,102.5213286,0,111.9896987
7.5P,2,18,7.5P 2/18,108.6703837,0,118.9897966
7.5P,2,20,7.5P 2/20,114.5731662,0,125.771386
7.5P,2,22,7.5P 2/22,121.9441472,0,134.2728657
7.5P,2,24,7.5P 2/24,128.7428065,0,141.9976694
7.5P,2,26,7.5P 2/26,136.3576661,0,150.8806287
7.5P,2,28,7.5P 2/28,146.9668972,0,162.9481199
7.5P,2,30,7.5P 2/30,159.752746,0,178.1452975
10P,2,2,10P 2/2,60.1013057,44.57649472,58.11712999
10P,2,4,10P 2/4,67.35811296,40.09351794,64.52448539
10P,2,6,10P 2/6,74.13045469,34.68102026,70.76500045
10P,2,8,10P 2/8,82.01555329,25.90086929,78.30467677
10P,2,10,10P 2/10,88.91658491,13.38789875,84.83439593
10P,2,12,10P 2/12,95.7965396,0,91.60910479
10P,2,14,10P 2/14,102.7511971,0,98.46885243
10P,2,16,10P 2/16,109.5028173,0,105.1850929
10P,2,18,10P 2/18,116.1591417,0,111.876298
10P,2,20,10P 2/20,122.6650125,0,118.4113277
10P,2,22,10P 2/22,130.179162,0,125.8944578
10P,2,24,10P 2/24,138.6271671,0,134.71682
10P,2,26,10P 2/26,146.8012277,0,142.8046161
10P,2,28,10P 2/28,159.0564211,0,154.915618
2.5RP,2,2,2.5RP 2/2,62.21390724,43.9760215,55.92153874
2.5RP,2,4,2.5RP 2/4,70.34751053,39.12107246,60.63208304
2.5RP,2,6,2.5RP 2/6,78.14536159,32.93883789,65.50812963
2.5RP,2,8,2.5RP 2/8,87.11492549,22.45885681,71.5557679
2.5RP,2,10,2.5RP 2/10,94.91445236,4.974282936,77.07590547
2.5RP,2,12,2.5RP 2/12,102.6247719,0,82.73797374
2.5RP,2,14,2.5RP 2/14,110.5994241,0,88.77810223
2.5RP,2,16,2.5RP 2/16,118.072414,0,94.42925251
2.5RP,2,18,2.5RP 2/18,125.3980533,0,100.0764564
2.5RP,2,20,2.5RP 2/20,132.634613,0,105.7575395
2.5RP,2,22,2.5RP 2/22,141.8749064,0,112.9894163
2.5RP,2,24,2.5RP 2/24,150.9881659,0,119.9204602
2.5RP,2,26,2.5RP 2/26,161.2659995,0,128.1186583
5RP,2,2,5RP 2/2,63.56082137,43.68778636,53.59968743
5RP,2,4,5RP 2/4,72.65865093,38.35569,57.03147382
5RP,2,6,5RP 2/6,81.09317879,31.60572433,60.70410388
5RP,2,8,5RP 2/8,90.62656803,19.87477042,65.40007917
5RP,2,10,5RP 2/10,99.01535351,0,69.95999065
5RP,2,12,5RP 2/12,107.2594416,0,74.33527414
5RP,2,14,5RP 2/14,115.7923136,0,79.05266918
5RP,2,16,5RP 2/16,124.0483533,0,83.65974347
5RP,2,18,5RP 2/18,131.2205057,0,87.75986226
5RP,2,20,5RP 2/20,140.3874191,0,92.9965159
5RP,2,22,5RP 2/22,148.8758223,0,98.13633668
7.5RP,2,2,7.5RP 2/2,64.32780014,43.57827191,51.74945088
7.5RP,2,4,7.5RP 2/4,74.29460277,37.81703105,54.03472694
7.5RP,2,6,7.5RP 2/6,83.29328014,30.5777848,56.44268491
7.5RP,2,8,7.5RP 2/8,93.11305218,18.05383634,59.60405816
7.5RP,2,10,7.5RP 2/10,102.2081479,0,62.95907081
7.5RP,2,12,7.5RP 2/12,111.0125846,0,66.52772446
7.5RP,2,14,7.5RP 2/14,119.7701136,0,70.30153329
7.5RP,2,16,7.5RP 2/16,127.9028231,0,73.94604568
7.5RP,2,18,7.5RP 2/18,136.2152281,0,77.90875125
7.5RP,2,20,7.5RP 2/20,146.0055234,0,82.45666794
10RP,2,2,10RP 2/2,64.94207862,43.52699977,49.89270673
10RP,2,4,10RP 2/4,75.69936325,37.39817177,50.82659625
10RP,2,6,10RP 2/6,85.29546734,29.61364632,51.92645132
10RP,2,8,10RP 2/8,95.31069871,16.29408189,53.5918081
10RP,2,10,10RP 2/10,104.6909324,0,55.66547197
10RP,2,12,10RP 2/12,114.0892293,0,58.03263376
10RP,2,14,10RP 2/14,123.6874654,0,60.7160075
10RP,2,16,10RP 2/16,132.4712949,0,63.3870764
10RP,2,18,10RP 2/18,140.6499498,0,66.10756986
2.5R,2,2,2.5R 2/2,65.53981466,43.5042747,47.75726067
2.5R,2,4,2.5R 2/4,76.93934766,37.13670915,46.86919067
2.5R,2,6,2.5R 2/6,86.92860997,29.03089318,46.38217102
2.5R,2,8,2.5R 2/8,97.48659944,14.43825649,46.27171914
2.5R,2,10,2.5R 2/10,107.3046297,0,46.52654715
2.5R,2,12,2.5R 2/12,117.1237726,0,47.38803427
2.5R,2,14,2.5R 2/14,127.0121665,0,48.52785324
2.5R,2,16,2.5R 2/16,136.9425215,0,49.84692992
5R,2,2,5R 2/2,65.97609944,43.54383348,45.62191991
5R,2,4,5R 2/4,77.72006851,37.14355457,42.76049009
5R,2,6,5R 2/6,87.9451635,28.99589528,40.25823947
5R,2,8,5R 2/8,98.92832628,13.83672245,37.69983352
5R,2,10,5R 2/10,109.0080497,0,36.58778324
5R,2,12,5R 2/12,118.6507232,0,35.87794508
5R,2,14,5R 2/14,128.9042344,0,35.34408603
5R,2,16,5R 2/16,138.1970722,0,35.74745898
7.5R,2,2,7.5R 2/2,66.10154534,43.68520268,43.80152507
7.5R,2,4,7.5R 2/4,78.11873683,37.36022561,38.611029
7.5R,2,6,7.5R 2/6,88.25223995,29.56802095,33.76780344
7.5R,2,8,7.5R 2/8,98.63732902,16.30647968,28.86098468
7.5R,2,10,7.5R 2/10,109.104386,0,24.8209426
7.5R,2,12,7.5R 2/12,118.8443777,0,21.68814461
7.5R,2,14,7.5R 2/14,128.6699477,0,19.11553729
7.5R,2,16,7.5R 2/16,138.2344467,0,17.01986521
10R,2,2,10R 2/2,65.86010517,44.03629621,41.54652857
10R,2,4,10R 2/4,77.99188793,37.93206964,33.93382752
10R,2,6,10R 2/6,87.99662339,30.6032911,26.5057074
10R,2,8,10R 2/8,98.15813443,18.61321977,18.45251525
10R,2,10,10R 2/10,107.8274305,0,10.73184101
10R,2,12,10R 2/12,117.6794859,0,3.33798993
10R,2,14,10R 2/14,127.6137029,0,0
10R,2,16,10R 2/16,136.8876158,0,0
2.5YR,2,2,2.5YR 2/2,65.25748861,44.51895702,39.50253061
2.5YR,2,4,2.5YR 2/4,77.11785924,38.94062578,29.05101148
2.5YR,2,6,2.5YR 2/6,86.59067877,32.59558237,17.59510787
2.5YR,2,8,2.5YR 2/8,96.10159875,23.07510039,0.176290409
2.5YR,2,10,2.5YR 2/10,104.8733661,6.161394223,0
2.5YR,2,12,2.5YR 2/12,113.355246,0,0
2.5YR,2,14,2.5YR 2/14,123.2009123,0,0
2.5YR,2,16,2.5YR 2/16,130.8140092,0,0
5YR,2,2,5YR 2/2,64.09272573,45.2565467,37.21825535
5YR,2,4,5YR 2/4,74.87286611,40.74723682,23.28726768
5YR,2,6,5YR 2/6,83.43458205,35.8505691,3.554293742
5YR,2,8,5YR 2/8,91.3950902,29.67414129,0
5YR,2,10,5YR 2/10,97.36007841,23.39907896,0
7.5YR,2,2,7.5YR 2/2,62.53269138,46.11630198,35.06756645
7.5YR,2,4,7.5YR 2/4,71.90743863,42.72648336,17.95483427
7.5YR,2,6,7.5YR 2/6,79.3557242,39.18656445,0
7.5YR,2,8,7.5YR 2/8,84.72101125,36.13906583,0
10YR,2,1,10YR 2/1,58,49,40
10YR,2,2,10YR 2/2,60.71230309,46.99361387,33.46807732
10YR,2,3,10YR 2/3,50,34,17
10YR,2,4,10YR 2/4,68.93729379,44.46918776,13.03727861
2.5Y,2,2,2.5Y 2/2,58.29499596,48.02573774,32.19744508
2.5Y,2,4,2.5Y 2/4,65.28974996,46.35119522,7.528043838
2.5Y,2,6,2.5Y 2/6,70.94609772,44.47771134,0
2.5Y,2,8,2.5Y 2/8,74.87282596,42.98908745,0
5Y,2,2,5Y 2/2,56.02827184,48.86907553,31.91568789
